2024-04-10 02:23:55,958 | sd | DEBUG | setup_common | False
2024-04-10 02:23:55,958 | sd | INFO | setup_common | Установка пакета: Pillow==9.3.0
2024-04-10 02:23:55,960 | sd | DEBUG | setup_common | Запуск pip: install --upgrade Pillow==9.3.0
2024-04-10 02:23:58,267 | sd | DEBUG | setup_common | Версия пакета не найдена: protobuf
2024-04-10 02:23:58,267 | sd | DEBUG | setup_common | install --upgrade protobuf==3.20.1
2024-04-10 02:23:58,267 | sd | DEBUG | setup_common | False
2024-04-10 02:23:58,267 | sd | INFO | setup_common | Установка пакета: protobuf==3.20.1
2024-04-10 02:23:58,268 | sd | DEBUG | setup_common | Запуск pip: install --upgrade protobuf==3.20.1
2024-04-10 02:24:00,372 | sd | DEBUG | setup_common | Версия пакета не найдена: stqdm
2024-04-10 02:24:00,373 | sd | DEBUG | setup_common | install --upgrade stqdm==0.0.5
2024-04-10 02:24:00,373 | sd | DEBUG | setup_common | False
2024-04-10 02:24:00,373 | sd | INFO | setup_common | Установка пакета: stqdm==0.0.5
2024-04-10 02:24:00,374 | sd | DEBUG | setup_common | Запуск pip: install --upgrade stqdm==0.0.5
2024-04-10 02:24:02,138 | sd | DEBUG | setup_common | Версия пакета не найдена: streamlit
2024-04-10 02:24:02,138 | sd | DEBUG | setup_common | install --upgrade streamlit==1.32.2
2024-04-10 02:24:02,138 | sd | DEBUG | setup_common | False
2024-04-10 02:24:02,138 | sd | INFO | setup_common | Установка пакета: streamlit==1.32.2
2024-04-10 02:24:02,140 | sd | DEBUG | setup_common | Запуск pip: install --upgrade streamlit==1.32.2
2024-04-10 02:24:05,424 | sd | DEBUG | setup_common | Версия пакета не найдена: streamlit-lottie
2024-04-10 02:24:05,425 | sd | DEBUG | setup_common | install --upgrade streamlit-lottie==0.0.5
2024-04-10 02:24:05,425 | sd | DEBUG | setup_common | False
2024-04-10 02:24:05,425 | sd | INFO | setup_common | Установка пакета: streamlit-lottie==0.0.5
2024-04-10 02:24:05,426 | sd | DEBUG | setup_common | Запуск pip: install --upgrade streamlit-lottie==0.0.5
2024-04-10 02:24:07,328 | sd | DEBUG | setup_common | Версия пакета не найдена: tqdm
2024-04-10 02:24:07,329 | sd | DEBUG | setup_common | install --upgrade tqdm==4.66.2
2024-04-10 02:24:07,329 | sd | DEBUG | setup_common | False
2024-04-10 02:24:07,329 | sd | INFO | setup_common | Установка пакета: tqdm==4.66.2
2024-04-10 02:24:07,330 | sd | DEBUG | setup_common | Запуск pip: install --upgrade tqdm==4.66.2
2024-04-10 02:24:09,068 | sd | DEBUG | setup_common | Версия пакета не найдена: ultralytics
2024-04-10 02:24:09,068 | sd | DEBUG | setup_common | install --upgrade ultralytics==8.1.36
2024-04-10 02:24:09,068 | sd | DEBUG | setup_common | False
2024-04-10 02:24:09,068 | sd | INFO | setup_common | Установка пакета: ultralytics==8.1.36
2024-04-10 02:24:09,070 | sd | DEBUG | setup_common | Запуск pip: install --upgrade ultralytics==8.1.36
